Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29 00:00:00-05:00,24.469904286423922,24.469904286423922,24.34816346907853,24.452512741088867,1003200,0.0,0.0,0.0
1993-02-01 00:00:00-05:00,24.469904693506532,24.626428604125977,24.469904693506532,24.626428604125977,480500,0.0,0.0,0.0
1993-02-02 00:00:00-05:00,24.609039842956413,24.69599758091739,24.55686520017983,24.678606033325195,201300,0.0,0.0,0.0
1993-02-03 00:00:00-05:00,24.7133897039182,24.956871375877984,24.695998155921075,24.93947982788086,529400,0.0,0.0,0.0
1993-02-04 00:00:00-05:00,25.026439322365654,25.09600551923116,24.74817453490363,25.04383087158203,531500,0.0,0.0,0.0
1993-02-05 00:00:00-05:00,25.02644157409668,25.078616226440175,24.887309167847356,25.02644157409668,492100,0.0,0.0,0.0
1993-02-08 00:00:00-05:00,25.02644157409668,25.113399328002505,24.991658472534347,25.02644157409668,596100,0.0,0.0,0.0
1993-02-09 00:00:00-05:00,24.939491119811883,24.939491119811883,24.80035867283943,24.8525333404541,122100,0.0,0.0,0.0
1993-02-10 00:00:00-05:00,24.85252311594581,24.904697762095452,24.78295692107962,24.887306213378906,379600,0.0,0.0,0.0
1993-02-11 00:00:00-05:00,24.922092614153993,25.113399675393136,24.922092614153993,25.009050369262695,19500,0.0,0.0,0.0
1993-02-12 00:00:00-05:00,24.974265341167275,24.974265341167275,24.817741394042965,24.81774139404297,42500,0.0,0.0,0.0
1993-02-16 00:00:00-05:00,24.748183992935715,24.748183992935715,24.156871093596422,24.191654205322266,374800,0.0,0.0,0.0
1993-02-17 00:00:00-05:00,24.19165073916209,24.226433845904232,24.087301418935652,24.174259185791016,210900,0.0,0.0,0.0
1993-02-18 00:00:00-05:00,24.45251666976017,24.45251666976017,23.82642093710628,24.1568603515625,378100,0.0,0.0,0.0
1993-02-19 00:00:00-05:00,24.15686054175006,24.243818283081055,24.122077445217663,24.243818283081055,34900,0.0,0.0,0.0
1993-02-22 00:00:00-05:00,24.313396102109067,24.36557077185608,24.243829875779713,24.330787658691406,513600,0.0,0.0,0.0
1993-02-23 00:00:00-05:00,24.40034275300513,24.417734301653034,24.19164416923032,24.313385009765625,373700,0.0,0.0,0.0
1993-02-24 00:00:00-05:00,24.33077232851147,24.626428604125977,24.33077232851147,24.626428604125977,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,24.609039842956413,24.69599758091739,24.55686520017983,24.678606033325195,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,24.73077999010294,24.73077999010294,24.591647613224723,24.713388442993164,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,24.800349475804058,24.800349475804058,24.60904243216181,24.64382553100586,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,24.661219348827885,25.009050369262695,24.626436246784404,25.009050369262695,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,25.043835204063694,25.130792965188913,25.009052099613605,25.113401412963867,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,25.148189236526704,25.148189236526704,24.974273681640625,24.974273681640625,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,25.009040963050374,25.113390229933756,24.88730015168643,24.904691696166992,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,24.956872502311334,25.461227416992188,24.956872502311334,25.461227416992188,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,25.409062132596805,25.426453687786807,25.322104356646783,25.374279022216797,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,25.37427797330551,25.42645263671875,25.26992864647903,25.42645263671875,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,25.44384559453433,25.513411816255545,25.322104706522204,25.356887817382812,70900,0.0,0.0,0.0
1993-03-12 00:00:00-05:00,25.148179131585195,25.1655706800856,24.939480549580338,25.096004486083984,643600,0.0,0.0,0.0
1993-03-15 00:00:00-05:00,25.07861433884193,25.217746734619137,25.07861433884193,25.21774673461914,310800,0.0,0.0,0.0
1993-03-16 00:00:00-05:00,25.217746734619137,25.287312932507742,25.217746734619137,25.21774673461914,30800,0.0,0.0,0.0
1993-03-17 00:00:00-05:00,25.18295333618757,25.18295333618757,25.02642945495436,25.06121253967285,21800,0.0,0.0,0.0
1993-03-18 00:00:00-05:00,25.165572086202683,25.322096031452045,25.165572086202683,25.21774673461914,59300,0.0,0.0,0.0
1993-03-19 00:00:00-05:00,25.31936633595156,25.31936633595156,25.179576873779297,25.179576873779297,66900,0.213,0.0,0.0
1993-03-22 00:00:00-05:00,24.934956592525207,25.092219808595793,24.917482901850697,25.039798736572266,183400,0.0,0.0,0.0
1993-03-23 00:00:00-05:00,25.10969399741765,25.127167688438817,25.057272924354148,25.092220306396484,55200,0.0,0.0,0.0
1993-03-24 00:00:00-05:00,25.057272924354148,25.197062452523486,24.934957087205976,25.092220306396484,37200,0.0,0.0,0.0
1993-03-25 00:00:00-05:00,25.109682201926685,25.301892712866973,25.07473483630118,25.24947166442871,110100,0.0,0.0,0.0
1993-03-26 00:00:00-05:00,25.23200169552011,25.24947538090482,25.092212212442437,25.10968589782715,101500,0.0,0.0,0.0
1993-03-29 00:00:00-05:00,25.1271606069923,25.33684484015218,25.1271606069923,25.214529037475586,87100,0.0,0.0,0.0
1993-03-30 00:00:00-05:00,25.24947264644304,25.284420013427734,25.214525279458343,25.284420013427734,56000,0.0,0.0,0.0
1993-03-31 00:00:00-05:00,25.35430372800075,25.42419843159276,25.266935348510742,25.266935348510742,111600,0.0,0.0,0.0
1993-04-01 00:00:00-05:00,25.301892653180026,25.301892653180026,25.127155825464694,25.179576873779297,129500,0.0,0.0,0.0
1993-04-02 00:00:00-05:00,24.969887398896194,24.969887398896194,24.65536117553711,24.65536117553711,59400,0.0,0.0,0.0
1993-04-05 00:00:00-04:00,24.847570341295853,24.847570341295853,24.707780916028366,24.77767562866211,172200,0.0,0.0,0.0
1993-04-06 00:00:00-04:00,24.83010425189934,24.83010425189934,24.63789373341173,24.707788467407227,129700,0.0,0.0,0.0
1993-04-07 00:00:00-04:00,24.74273733255979,24.79515838623047,24.690316278889114,24.79515838623047,28000,0.0,0.0,0.0
1993-04-08 00:00:00-04:00,24.900003344388434,24.900003344388434,24.65537173258392,24.76021385192871,180800,0.0,0.0,0.0
1993-04-12 00:00:00-04:00,25.00484378551889,25.127159583211856,24.969896414749474,25.10968589782715,348500,0.0,0.0,0.0
1993-04-13 00:00:00-04:00,25.09221272468567,25.24947589635849,25.074739038944244,25.162107467651367,146100,0.0,0.0,0.0
1993-04-14 00:00:00-04:00,25.179574439853884,25.197048120936365,25.109679715523963,25.127153396606445,119600,0.0,0.0,0.0
1993-04-15 00:00:00-04:00,25.109679715523963,25.179574439853884,25.022311310111565,25.127153396606445,148600,0.0,0.0,0.0
1993-04-16 00:00:00-04:00,25.144627077688924,25.179574439853884,25.092206034441485,25.127153396606445,47900,0.0,0.0,0.0
1993-04-19 00:00:00-04:00,25.127158085061183,25.197052822432703,25.004842294661024,25.022315979003906,157000,0.0,0.0,0.0
1993-04-20 00:00:00-04:00,24.987373780367665,25.022321156284264,24.74274214895148,24.900005340576172,279500,0.0,0.0,0.0
1993-04-21 00:00:00-04:00,24.9524287856027,24.9524287856027,24.812639268596524,24.88253402709961,67900,0.0,0.0,0.0
1993-04-22 00:00:00-04:00,24.777683087127816,24.987367288147233,24.5679988861084,24.5679988861084,97700,0.0,0.0,0.0
1993-04-23 00:00:00-04:00,24.515582528795512,24.585477275848387,24.42821409497942,24.46316146850586,106000,0.0,0.0,0.0
1993-04-26 00:00:00-04:00,24.480632629559313,24.568001054361453,24.20105367019247,24.27094841003418,62600,0.0,0.0,0.0
1993-04-27 00:00:00-04:00,24.23599981514477,24.533052444458008,24.23599981514477,24.533052444458008,156800,0.0,0.0,0.0
1993-04-28 00:00:00-04:00,24.4981083757617,24.55052943505363,24.44568731646977,24.480634689331055,85900,0.0,0.0,0.0
1993-04-29 00:00:00-04:00,24.533073897046577,24.58549499511719,24.39328430219161,24.585494995117188,85000,0.0,0.0,0.0
1993-04-30 00:00:00-04:00,24.67283959588402,24.76020800805075,24.620418548583984,24.620418548583984,88500,0.0,0.0,0.0
1993-05-03 00:00:00-04:00,24.655359881553057,24.77767562866211,24.550517812602443,24.77767562866211,80500,0.0,0.0,0.0
1993-05-04 00:00:00-04:00,24.8301096170282,24.95242542794952,24.79516224247925,24.86505699157715,149100,0.0,0.0,0.0
1993-05-05 00:00:00-04:00,24.865053229007838,25.022316390681116,24.865053229007838,24.934947967529297,109000,0.0,0.0,0.0
1993-05-06 00:00:00-04:00,24.899999099441718,24.917472783020276,24.830104365127497,24.847578048706055,54700,0.0,0.0,0.0
1993-05-07 00:00:00-04:00,24.86505312445804,24.86505312445804,24.760211017116685,24.79515838623047,68000,0.0,0.0,0.0
1993-05-10 00:00:00-04:00,24.830104365127497,24.987367517334498,24.830104365127497,24.847578048706055,113900,0.0,0.0,0.0
1993-05-11 00:00:00-04:00,24.84758667985932,24.952428817749023,24.777691921266186,24.952428817749023,42600,0.0,0.0,0.0
1993-05-12 00:00:00-04:00,24.84758571287693,24.93495415771827,24.84758571287693,24.91748046875,31000,0.0,0.0,0.0
1993-05-13 00:00:00-04:00,24.812629055350786,24.812629055350786,24.60294486615064,24.620418548583984,129100,0.0,0.0,0.0
1993-05-14 00:00:00-04:00,24.620420919223264,24.690315655686636,24.585473550991576,24.602947235107422,63500,0.0,0.0,0.0
1993-05-17 00:00:00-04:00,24.67284728075204,24.69032096862793,24.56800515349672,24.69032096862793,34000,0.0,0.0,0.0
1993-05-18 00:00:00-04:00,24.707802764417092,24.725276458027004,24.5854869091477,24.672855377197266,105200,0.0,0.0,0.0
1993-05-19 00:00:00-04:00,24.672840073404835,25.179576873779297,24.515576928461034,25.179576873779297,50200,0.0,0.0,0.0
1993-05-20 00:00:00-04:00,25.1795769331777,25.249471664428714,25.12715588473944,25.24947166442871,98200,0.0,0.0,0.0
1993-05-21 00:00:00-04:00,25.266947559804223,25.301894928489983,25.004842294661024,25.022315979003906,221400,0.0,0.0,0.0
1993-05-24 00:00:00-04:00,25.074732353359003,25.214521802018844,25.074732353359003,25.127153396606445,30500,0.0,0.0,0.0
1993-05-25 00:00:00-04:00,25.231997922093896,25.231997922093896,25.179576873779297,25.179576873779297,191800,0.0,0.0,0.0
1993-05-26 00:00:00-04:00,25.24948603817663,25.511591429576388,25.23201234541665,25.494117736816406,102400,0.0,0.0,0.0
1993-05-27 00:00:00-04:00,25.529052161120976,25.529052161120976,25.371789006124335,25.406736373901367,53800,0.0,0.0,0.0
1993-05-28 00:00:00-04:00,25.389262114381825,25.389262114381825,25.1621042289813,25.284420013427734,79100,0.0,0.0,0.0
1993-06-01 00:00:00-04:00,25.371812323035645,25.616444122293565,25.336864923141658,25.529075622558594,28300,0.0,0.0,0.0
1993-06-02 00:00:00-04:00,25.45917035129644,25.581486200616325,25.354328194736535,25.494117736816406,20300,0.0,0.0,0.0
1993-06-03 00:00:00-04:00,25.441683741678396,25.441683741678396,25.35431532223582,25.406736373901367,21600,0.0,0.0,0.0
1993-06-04 00:00:00-04:00,25.336847772591685,25.336847772591685,25.214531955758485,25.319374084472656,32000,0.0,0.0,0.0
1993-06-07 00:00:00-04:00,25.371799416159,25.371799416159,25.232009887695312,25.232009887695312,121400,0.0,0.0,0.0
1993-06-08 00:00:00-04:00,25.16211359755798,25.16211359755798,25.004850387573242,25.004850387573242,104500,0.0,0.0,0.0
1993-06-09 00:00:00-04:00,25.09222030639648,25.197062452523486,25.057272924354148,25.092220306396484,43300,0.0,0.0,0.0
1993-06-10 00:00:00-04:00,25.07473852705773,25.127159583211856,25.0223174709036,25.10968589782715,17900,0.0,0.0,0.0
1993-06-11 00:00:00-04:00,25.19705535137893,25.2494764096689,25.109686920895648,25.214529037475586,647400,0.0,0.0,0.0
1993-06-14 00:00:00-04:00,25.249471604865427,25.26694528763696,25.179576873779297,25.179576873779297,64200,0.0,0.0,0.0
1993-06-15 00:00:00-04:00,25.214521802018844,25.231995483101326,25.127153396606445,25.127153396606445,142400,0.0,0.0,0.0
1993-06-16 00:00:00-04:00,25.127155825464694,25.179576873779297,25.057261094378564,25.179576873779297,330900,0.0,0.0,0.0
1993-06-17 00:00:00-04:00,25.23198799671474,25.266935348510742,25.179566969020733,25.266935348510742,37400,0.0,0.0,0.0
1993-06-18 00:00:00-04:00,25.252456504307435,25.252456504307435,25.058883666992188,25.058883666992188,58500,0.318,0.0,0.0
1993-06-21 00:00:00-04:00,25.129268975047356,25.129268975047356,25.076476393167006,25.111671447753906,29300,0.0,0.0,0.0
1993-06-22 00:00:00-04:00,25.14686999067205,25.14686999067205,25.0940774014684,25.1292724609375,137500,0.0,0.0,0.0
1993-06-23 00:00:00-04:00,25.129272956982938,25.129272956982938,24.900505065917965,24.90050506591797,227600,0.0,0.0,0.0
1993-06-24 00:00:00-04:00,24.970892726626857,25.23485565185547,24.970892726626857,25.23485565185547,243700,0.0,0.0,0.0
1993-06-25 00:00:00-04:00,25.217260360717777,25.287650480356906,25.199662830807995,25.217260360717773,44800,0.0,0.0,0.0
1993-06-28 00:00:00-04:00,25.340439695749225,25.49881744384766,25.30524464061624,25.498817443847656,439900,0.0,0.0,0.0
1993-06-29 00:00:00-04:00,25.46361895837665,25.46361895837665,25.340436282005786,25.37563133239746,207500,0.0,0.0,0.0
1993-06-30 00:00:00-04:00,25.410826382789136,25.46361895837665,25.340436282005786,25.37563133239746,437600,0.0,0.0,0.0
1993-07-01 00:00:00-04:00,25.410825779772935,25.410825779772935,25.270045581547045,25.305240631103516,605700,0.0,0.0,0.0
1993-07-02 00:00:00-04:00,25.217261357074015,25.234858887679092,25.07648111223341,25.16446876525879,285400,0.0,0.0,0.0
1993-07-06 00:00:00-04:00,25.129272956982938,25.19966307731062,24.865310005754125,24.90050506591797,246400,0.0,0.0,0.0
1993-07-07 00:00:00-04:00,24.882900512243676,25.006083188046862,24.882900512243676,24.970888137817383,343700,0.0,0.0,0.0
1993-07-08 00:00:00-04:00,24.988486153738837,25.305241612025668,24.953291102818078,25.25244903564453,248200,0.0,0.0,0.0
1993-07-09 00:00:00-04:00,25.252449633430654,25.322839736938477,25.19965705579979,25.322839736938477,378200,0.0,0.0,0.0
1993-07-12 00:00:00-04:00,25.28764310632528,25.322838155881755,25.25244805676881,25.305240631103516,373700,0.0,0.0,0.0
1993-07-13 00:00:00-04:00,25.322838482627787,25.39322858264899,25.14686323257478,25.287643432617188,389600,0.0,0.0,0.0
1993-07-14 00:00:00-04:00,25.30524123161411,25.44602143318081,25.287643706418276,25.37563133239746,617300,0.0,0.0,0.0
1993-07-15 00:00:00-04:00,25.35804343024336,25.35804343024336,25.21726317525242,25.270055770874023,443800,0.0,0.0,0.0
1993-07-16 00:00:00-04:00,25.287641242895713,25.305238766377197,25.16445857852531,25.19965362548828,216400,0.0,0.0,0.0
1993-07-19 00:00:00-04:00,25.199661585436594,25.199661585436594,25.11167394023605,25.182064056396484,188200,0.0,0.0,0.0
1993-07-20 00:00:00-04:00,25.164461408342632,25.252449035644528,25.041278730119977,25.25244903564453,68500,0.0,0.0,0.0
1993-07-21 00:00:00-04:00,25.217258123506895,25.23485565185547,25.1468680101126,25.23485565185547,142700,0.0,0.0,0.0
1993-07-22 00:00:00-04:00,25.199663912312367,25.234858973642414,25.058883666992188,25.058883666992188,632400,0.0,0.0,0.0
1993-07-23 00:00:00-04:00,25.11167394023605,25.182064056396484,25.09407641119594,25.182064056396484,286200,0.0,0.0,0.0
1993-07-26 00:00:00-04:00,25.252449633430654,25.37563231456934,25.252449633430654,25.322839736938477,121300,0.0,0.0,0.0
1993-07-27 00:00:00-04:00,25.34043568065999,25.358033205438225,25.217253007212335,25.305240631103516,92800,0.0,0.0,0.0
1993-07-28 00:00:00-04:00,25.252449035644528,25.305241612025668,25.217253984723772,25.25244903564453,30800,0.0,0.0,0.0
1993-07-29 00:00:00-04:00,25.30524660825564,25.463624368668924,25.27005155038602,25.393234252929688,331000,0.0,0.0,0.0
1993-07-30 00:00:00-04:00,25.393229239327564,25.393229239327564,25.217253984723772,25.25244903564453,75300,0.0,0.0,0.0
1993-08-02 00:00:00-04:00,25.287644685184567,25.41082736632325,25.287644685184567,25.322839736938477,41300,0.0,0.0,0.0
1993-08-03 00:00:00-04:00,25.37563389672173,25.446024004618327,25.252451207902695,25.340438842773438,81600,0.0,0.0,0.0
1993-08-04 00:00:00-04:00,25.340438842773434,25.39323142369588,25.27004873487684,25.340438842773438,434000,0.0,0.0,0.0
1993-08-05 00:00:00-04:00,25.340436007633087,25.340436007633087,25.252448382606584,25.287643432617188,36800,0.0,0.0,0.0
1993-08-06 00:00:00-04:00,25.358034788692386,25.37563231456934,25.287644685184567,25.322839736938477,402300,0.0,0.0,0.0
1993-08-09 00:00:00-04:00,25.39322532648536,25.534005508475577,25.34043275823903,25.46361541748047,828200,0.0,0.0,0.0
1993-08-10 00:00:00-04:00,25.446006774902344,25.46360428996106,25.410811744784915,25.446006774902344,604900,0.0,0.0,0.0
1993-08-11 00:00:00-04:00,25.42840925984363,25.516396835137208,25.42840925984363,25.446006774902344,542200,0.0,0.0,0.0
1993-08-12 00:00:00-04:00,25.51641153396416,25.51641153396416,25.287643706418276,25.37563133239746,303700,0.0,0.0,0.0
1993-08-13 00:00:00-04:00,25.39323773476556,25.428432797461006,25.39323773476556,25.41083526611328,103500,0.0,0.0,0.0
1993-08-16 00:00:00-04:00,25.42843394371432,25.622006797265087,25.42843394371432,25.551616668701172,241800,0.0,0.0,0.0
1993-08-17 00:00:00-04:00,25.53400607819253,25.639591217041016,25.53400607819253,25.639591217041016,369300,0.0,0.0,0.0
1993-08-18 00:00:00-04:00,25.72757624082598,25.833161369037306,25.709978719457425,25.78036880493164,414300,0.0,0.0,0.0
1993-08-19 00:00:00-04:00,25.797966326300195,25.797966326300195,25.745173762194533,25.78036880493164,28500,0.0,0.0,0.0
